time,P_import (kW),P_export (kW),P_bat_ch (kW),P_bat_dis (kW),SOC (%),Revenue (£)
2024-01-01 00:00:00,1034.40038,0.0,1000.0,0.0,52.5,0.0
2024-01-01 00:30:00,1000.0,0.0,1000.0,11.800379999999997,99.37892736842106,0.0
2024-01-01 01:00:00,13.080055401661939,0.0,13.080055401661939,0.004370000000001539,100.0,0.0
2024-01-01 01:30:00,0.0048421052631391305,0.0,0.0048421052631391305,0.004370000000001539,100.0,0.0
2024-01-01 02:00:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 02:30:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 03:00:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 03:30:00,3.7673130193905693,0.0,3.7673130193905693,3.4,100.0,0.0
2024-01-01 04:00:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 04:30:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 05:00:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 05:30:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 06:00:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 06:30:00,0.0,0.0,0.0,0.0,100.0,0.0
2024-01-01 07:00:00,0.4432132963989046,0.0,0.4432132963989046,0.4,100.0,0.0
2024-01-01 07:30:00,2.216066481994523,0.0,2.216066481994523,2.0,100.0,0.0
2024-01-01 08:00:00,0.0,2.067901,0.0,0.0,100.0,0.032693514810000004
2024-01-01 08:30:00,4.13528975069264,0.0,4.13528975069264,3.732099,100.0,0.0
2024-01-01 09:00:00,0.0,3.769869999999999,0.0,0.0,100.0,0.13662008879999998
2024-01-01 09:30:00,0.0,17.16987,0.0,0.0,100.0,0.6222360888
2024-01-01 10:00:00,5.802672576177381,0.0,5.802672576177381,5.236912,100.0,0.0
2024-01-01 10:30:00,4.69463933518,0.0,4.69463933518,4.236912,100.0,0.0
2024-01-01 11:00:00,0.25370969529089243,0.0,0.25370969529089243,0.22897299999999987,100.0,0.0
2024-01-01 11:30:00,1.5833495844876062,0.0,1.5833495844876062,1.428973,100.0,0.0
2024-01-01 12:00:00,0.0,24.78925,0.0,0.0,100.0,1.458103685
2024-01-01 12:30:00,9.54099722991678,0.0,9.54099722991678,8.61075,100.0,0.0
2024-01-01 13:00:00,99.45914681440436,0.0,99.45914681440436,89.76188,100.0,0.0
2024-01-01 13:30:00,93.91898060941841,0.0,93.91898060941841,84.76188,100.0,0.0
2024-01-01 14:00:00,91.73406759002773,0.0,91.73406759002773,82.789996,100.0,0.0
2024-01-01 14:30:00,164.8642725761774,0.0,164.8642725761774,148.79000599999998,100.0,0.0
2024-01-01 15:00:00,159.30091634349034,0.0,159.30091634349034,143.76907699999998,100.0,0.0
2024-01-01 15:30:00,141.793991135734,0.0,141.793991135734,127.969077,100.0,0.0
2024-01-01 16:00:00,0.0,0.0,0.0,95.79632000000001,94.95808842105264,0.0
2024-01-01 16:30:00,0.0,0.0,0.0,99.79632000000001,89.70565052631578,0.0
2024-01-01 17:00:00,0.0,0.0,0.0,71.00397,85.96859947368421,0.0
2024-01-01 17:30:00,0.0,0.0,0.0,35.20397,84.11575894736842,0.0
2024-01-01 18:00:00,0.0,0.0,0.0,16.6,83.24207473684211,0.0
2024-01-01 18:30:00,0.0,0.0,0.0,10.4,82.69470631578947,0.0
2024-01-01 19:00:00,378.06585041551256,0.0,378.06585041551256,12.403850000000006,100.0,0.0
2024-01-01 19:30:00,22.164941828254758,0.0,22.164941828254758,20.003860000000003,100.0,0.0
2024-01-01 20:00:00,3.319889196675975,0.0,3.319889196675975,2.996200000000016,100.0,0.0
2024-01-01 20:30:00,3.0982825484764027,0.0,3.0982825484764027,2.796199999999999,100.0,0.0
2024-01-01 21:00:00,0.0005650969528927051,0.0,0.0005650969528927051,0.0005099999999913507,100.0,0.0
2024-01-01 21:30:00,0.6653850415511299,0.0,0.6653850415511299,0.6005099999999999,100.0,0.0
2024-01-01 22:00:00,1.3296398891967138,0.0,1.3296398891967138,1.2,100.0,0.0
2024-01-01 22:30:00,11.301939058171708,0.0,11.301939058171708,10.2,100.0,0.0
2024-01-01 23:00:00,15.954109695290802,0.0,15.954109695290802,14.398584,100.0,0.0
2024-01-01 23:30:00,20.60784930747918,0.0,20.60784930747918,18.598584000000002,100.0,0.0
2024-01-02 00:00:00,14.844055401662159,0.0,14.844055401662159,13.39676,100.0,0.0
2024-01-02 00:30:00,18.83297506925206,0.0,18.83297506925206,16.996760000000002,100.0,0.0
2024-01-02 01:00:00,73.13400554016617,0.0,73.13400554016617,66.00344000000001,100.0,0.0
2024-01-02 01:30:00,73.57721883656508,0.0,73.57721883656508,66.40343999999999,100.0,0.0
2024-01-02 02:00:00,3.3200110803323026,0.0,3.3200110803323026,2.9963100000000082,100.0,0.0
2024-01-02 02:30:00,1.3255401662050454,0.0,1.3255401662050454,1.196300000000008,100.0,0.0
2024-01-02 03:00:00,0.22160664819933262,0.0,0.22160664819933262,0.2,100.0,0.0
2024-01-02 03:30:00,2.6592797783934277,0.0,2.6592797783934277,2.4,100.0,0.0
2024-01-02 04:00:00,10.198891966759124,0.0,10.198891966759124,9.204500000000003,100.0,0.0
2024-01-02 04:30:00,245.10193905817187,0.0,245.10193905817187,221.2045,100.0,0.0
